Departamento;Provincia;Distrito;Pobreza
AMAZONAS;CHACHAPOYAS                                       ;CHACHAPOYAS                                       ;21.53
AMAZONAS;CHACHAPOYAS                                       ;ASUNCIÓN                                          ;53.31
AMAZONAS;CHACHAPOYAS                                       ;BALSAS                                            ;55.57
AMAZONAS;CHACHAPOYAS                                       ;CHETO                                             ;72.29
AMAZONAS;CHACHAPOYAS                                       ;CHILIQUÍN                                         ;59.83
AMAZONAS;CHACHAPOYAS                                       ;CHUQUIBAMBA                                       ;85.64
AMAZONAS;CHACHAPOYAS                                       ;GRANADA                                           ;53.70
AMAZONAS;CHACHAPOYAS                                       ;HUANCAS                                           ;42.40
AMAZONAS;CHACHAPOYAS                                       ;LA JALCA                                          ;88.96
AMAZONAS;CHACHAPOYAS                                       ;LEIMEBAMBA                                        ;54.87
AMAZONAS;CHACHAPOYAS                                       ;LEVANTO                                           ;69.47
AMAZONAS;CHACHAPOYAS                                       ;MAGDALENA                                         ;69.96
AMAZONAS;CHACHAPOYAS                                       ;MARISCAL CASTILLA                                 ;21.28
AMAZONAS;CHACHAPOYAS                                       ;MOLINOPAMPA                                       ;63.17
AMAZONAS;CHACHAPOYAS                                       ;MONTEVIDEO                                        ;58.87
AMAZONAS;CHACHAPOYAS                                       ;OLLEROS                                           ;83.50
AMAZONAS;CHACHAPOYAS                                       ;QUINJALCA                                         ;52.39
AMAZONAS;CHACHAPOYAS                                       ;SAN FRANCISCO DE DAGUAS                           ;53.10
AMAZONAS;CHACHAPOYAS                                       ;SAN ISIDRO DE MAINO                               ;36.59
AMAZONAS;CHACHAPOYAS                                       ;SOLOCO                                            ;58.07
AMAZONAS;CHACHAPOYAS                                       ;SONCHE                                            ;70.38
AMAZONAS;BAGUA                                             ;BAGUA                                             ;23.97
AMAZONAS;BAGUA                                             ;ARAMANGO                                          ;69.34
AMAZONAS;BAGUA                                             ;COPALLIN                                          ;55.34
AMAZONAS;BAGUA                                             ;EL PARCO                                          ;43.38
AMAZONAS;BAGUA                                             ;IMAZA                                             ;89.95
AMAZONAS;BAGUA                                             ;LA PECA                                           ;51.32
AMAZONAS;BONGARÁ                                           ;JUMBILLA                                          ;47.48
AMAZONAS;BONGARÁ                                           ;CHISQUILLA                                        ;29.15
AMAZONAS;BONGARÁ                                           ;CHURUJA                                           ;66.72
AMAZONAS;BONGARÁ                                           ;COROSHA                                           ;73.16
AMAZONAS;BONGARÁ                                           ;CUISPES                                           ;60.96
AMAZONAS;BONGARÁ                                           ;FLORIDA                                           ;46.92
AMAZONAS;BONGARÁ                                           ;JAZÁN                                             ;40.84
AMAZONAS;BONGARÁ                                           ;RECTA                                             ;22.39
AMAZONAS;BONGARÁ                                           ;SAN CARLOS                                        ;34.68
AMAZONAS;BONGARÁ                                           ;SHIPASBAMBA                                       ;65.60
AMAZONAS;BONGARÁ                                           ;VALERA                                            ;45.16
AMAZONAS;BONGARÁ                                           ;YAMBRASBAMBA                                      ;51.26
AMAZONAS;CONDORCANQUI                                      ;NIEVA                                             ;83.97
AMAZONAS;CONDORCANQUI                                      ;EL CENEPA                                         ;73.24
AMAZONAS;CONDORCANQUI                                      ;RÍO SANTIAGO                                      ;88.61
AMAZONAS;LUYA                                              ;LAMUD                                             ;57.80
AMAZONAS;LUYA                                              ;CAMPORREDONDO                                     ;56.69
AMAZONAS;LUYA                                              ;COCABAMBA                                         ;85.80
AMAZONAS;LUYA                                              ;COLCAMAR                                          ;55.26
AMAZONAS;LUYA                                              ;CONILA                                            ;64.42
AMAZONAS;LUYA                                              ;INGUILPATA                                        ;46.87
AMAZONAS;LUYA                                              ;LONGUITA                                          ;51.10
AMAZONAS;LUYA                                              ;LONYA CHICO                                       ;82.79
AMAZONAS;LUYA                                              ;LUYA                                              ;65.01
AMAZONAS;LUYA                                              ;LUYA VIEJO                                        ;39.75
AMAZONAS;LUYA                                              ;MARÍA                                             ;62.02
AMAZONAS;LUYA                                              ;OCALLI                                            ;48.50
AMAZONAS;LUYA                                              ;OCUMAL                                            ;89.03
AMAZONAS;LUYA                                              ;PISUQUIA                                          ;69.68
AMAZONAS;LUYA                                              ;PROVIDENCIA                                       ;87.31
AMAZONAS;LUYA                                              ;SAN CRISTOBAL                                     ;77.13
AMAZONAS;LUYA                                              ;SAN FRANCISCO DEL YESO                            ;45.42
AMAZONAS;LUYA                                              ;SAN JERÓNIMO                                      ;94.10
AMAZONAS;LUYA                                              ;SAN JUAN DE LOPECANCHA                            ;78.76
AMAZONAS;LUYA                                              ;SANTA CATALINA                                    ;59.51
AMAZONAS;LUYA                                              ;SANTO TOMÁS                                       ;77.91
AMAZONAS;LUYA                                              ;TINGO                                             ;42.40
AMAZONAS;LUYA                                              ;TRITA                                             ;67.51
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;SAN NICOLÁS                                       ;28.37
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;CHIRIMOTO                                         ;38.54
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;COCHAMAL                                          ;42.11
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;HUAMBO                                            ;36.52
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;LIMABAMBA                                         ;28.24
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;LONGAR                                            ;42.04
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;MARISCAL BENAVIDES                                ;40.74
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;MILPUC                                            ;15.58
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;OMIA                                              ;31.30
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;SANTA ROSA                                        ;35.92
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;TOTORA                                            ;14.92
AMAZONAS;RODRIGUEZ DE MENDOZA                              ;VISTA ALEGRE                                      ;56.43
AMAZONAS;UTCUBAMBA                                         ;BAGUA GRANDE                                      ;47.67
AMAZONAS;UTCUBAMBA                                         ;CAJARURO                                          ;46.10
AMAZONAS;UTCUBAMBA                                         ;CUMBA                                             ;73.22
AMAZONAS;UTCUBAMBA                                         ;EL MILAGRO                                        ;40.00
AMAZONAS;UTCUBAMBA                                         ;JAMALCA                                           ;62.06
AMAZONAS;UTCUBAMBA                                         ;LONYA GRANDE                                      ;57.19
AMAZONAS;UTCUBAMBA                                         ;YAMÓN                                             ;59.41
ANCASH;HUARAZ                                            ;HUARAZ                                            ;9.74
ANCASH;HUARAZ                                            ;COCHABAMBA                                        ;60.01
ANCASH;HUARAZ                                            ;COLCABAMBA                                        ;37.15
ANCASH;HUARAZ                                            ;HUANCHAY                                          ;27.33
ANCASH;HUARAZ                                            ;INDEPENDENCIA                                     ;21.17
ANCASH;HUARAZ                                            ;JANGAS                                            ;27.56
ANCASH;HUARAZ                                            ;LA LIBERTAD                                       ;32.48
ANCASH;HUARAZ                                            ;OLLEROS                                           ;29.66
ANCASH;HUARAZ                                            ;PAMPAS                                            ;24.99
ANCASH;HUARAZ                                            ;PARIACOTO                                         ;28.75
ANCASH;HUARAZ                                            ;PIRA                                              ;34.42
ANCASH;HUARAZ                                            ;TARICA                                            ;35.56
ANCASH;AIJA                                              ;AIJA                                              ;36.85
ANCASH;AIJA                                              ;CORIS                                             ;25.92
ANCASH;AIJA                                              ;HUACLLAN                                          ;55.21
ANCASH;AIJA                                              ;LA MERCED                                         ;60.29
ANCASH;AIJA                                              ;SUCCHA                                            ;40.21
ANCASH;ANTONIO RAYMONDI                                  ;LLAMELLÍN                                         ;35.33
ANCASH;ANTONIO RAYMONDI                                  ;ACZO                                              ;39.14
ANCASH;ANTONIO RAYMONDI                                  ;CHACCHO                                           ;70.35
ANCASH;ANTONIO RAYMONDI                                  ;CHINGAS                                           ;87.32
ANCASH;ANTONIO RAYMONDI                                  ;MIRGAS                                            ;55.90
ANCASH;ANTONIO RAYMONDI                                  ;SAN JUAN DE RONTOY                                ;62.51
ANCASH;ASUNCIÓN                                          ;CHACAS                                            ;15.60
ANCASH;ASUNCIÓN                                          ;ACOCHACA                                          ;40.53
ANCASH;BOLOGNESI                                         ;CHIQUIÁN                                          ;39.79
ANCASH;BOLOGNESI                                         ;ABELARDO PARDO LEZAMETA                           ;29.97
ANCASH;BOLOGNESI                                         ;ANTONIO RAYMONDI                                  ;18.74
ANCASH;BOLOGNESI                                         ;AQUIA                                             ;26.38
ANCASH;BOLOGNESI                                         ;CAJACAY                                           ;35.53
ANCASH;BOLOGNESI                                         ;CANIS                                             ;78.99
ANCASH;BOLOGNESI                                         ;COLQUIOC                                          ;11.84
ANCASH;BOLOGNESI                                         ;HUALLANCA                                         ;26.39
ANCASH;BOLOGNESI                                         ;HUASTA                                            ;33.53
ANCASH;BOLOGNESI                                         ;HUAYLLACAYÁN                                      ;16.24
ANCASH;BOLOGNESI                                         ;LA PRIMAVERA                                      ;41.85
ANCASH;BOLOGNESI                                         ;MANGAS                                            ;47.62
ANCASH;BOLOGNESI                                         ;PACLLON                                           ;70.16
ANCASH;BOLOGNESI                                         ;SAN MIGUEL DE CORPANQUI                           ;9.73
ANCASH;BOLOGNESI                                         ;TICLLOS                                           ;25.03
ANCASH;CARHUAZ                                           ;CARHUAZ                                           ;33.36
ANCASH;CARHUAZ                                           ;ACOPAMPA                                          ;21.19
ANCASH;CARHUAZ                                           ;AMASHCA                                           ;77.14
ANCASH;CARHUAZ                                           ;ANTA                                              ;36.78
ANCASH;CARHUAZ                                           ;ATAQUERO                                          ;46.00
ANCASH;CARHUAZ                                           ;MARCARÁ                                           ;36.09
ANCASH;CARHUAZ                                           ;PARIAHUANCA                                       ;52.57
ANCASH;CARHUAZ                                           ;SAN MIGUEL DE ACO                                 ;74.72
ANCASH;CARHUAZ                                           ;SHILLA                                            ;49.38
ANCASH;CARHUAZ                                           ;TINCO                                             ;72.00
ANCASH;CARHUAZ                                           ;YUNGAR                                            ;38.67
ANCASH;CARLOS FERMÍN FITZCARRALD                         ;SAN LUIS                                          ;33.65
ANCASH;CARLOS FERMÍN FITZCARRALD                         ;SAN NICOLÁS                                       ;44.25
ANCASH;CARLOS FERMÍN FITZCARRALD                         ;YAUYA                                             ;62.48
ANCASH;CASMA                                             ;CASMA                                             ;32.62
ANCASH;CASMA                                             ;BUENA VISTA ALTA                                  ;58.50
ANCASH;CASMA                                             ;COMANDANTE NOEL                                   ;38.77
ANCASH;CASMA                                             ;YAUTÁN                                            ;53.28
ANCASH;CORONGO                                           ;CORONGO                                           ;45.68
ANCASH;CORONGO                                           ;ACO                                               ;70.75
ANCASH;CORONGO                                           ;BAMBAS                                            ;37.83
ANCASH;CORONGO                                           ;CUSCA                                             ;25.97
ANCASH;CORONGO                                           ;LA PAMPA                                          ;40.82
ANCASH;CORONGO                                           ;YANAC                                             ;41.95
ANCASH;CORONGO                                           ;YUPÁN                                             ;39.50
ANCASH;HUARI                                             ;HUARI                                             ;20.99
ANCASH;HUARI                                             ;ANRA                                              ;52.78
ANCASH;HUARI                                             ;CAJAY                                             ;34.69
ANCASH;HUARI                                             ;CHAVÍN DE HUANTAR                                 ;34.18
ANCASH;HUARI                                             ;HUACACHI                                          ;57.76
ANCASH;HUARI                                             ;HUACCHIS                                          ;35.61
ANCASH;HUARI                                             ;HUACHIS                                           ;61.86
ANCASH;HUARI                                             ;HUANTAR                                           ;33.99
ANCASH;HUARI                                             ;MASIN                                             ;48.99
ANCASH;HUARI                                             ;PAUCAS                                            ;28.71
ANCASH;HUARI                                             ;PONTO                                             ;52.72
ANCASH;HUARI                                             ;RAHUAPAMPA                                        ;41.78
ANCASH;HUARI                                             ;RAPAYÁN                                           ;39.66
ANCASH;HUARI                                             ;SAN MARCOS                                        ;16.41
ANCASH;HUARI                                             ;SAN PEDRO DE CHANA                                ;61.84
ANCASH;HUARI                                             ;UCO                                               ;25.03
ANCASH;HUARMEY                                           ;HUARMEY                                           ;26.42
ANCASH;HUARMEY                                           ;COCHAPETI                                         ;69.01
ANCASH;HUARMEY                                           ;CULEBRAS                                          ;57.77
ANCASH;HUARMEY                                           ;HUAYÁN                                            ;45.52
ANCASH;HUARMEY                                           ;MALVAS                                            ;57.99
ANCASH;HUAYLAS                                           ;CARAZ                                             ;40.07
ANCASH;HUAYLAS                                           ;HUALLANCA                                         ;56.46
ANCASH;HUAYLAS                                           ;HUATA                                             ;27.61
ANCASH;HUAYLAS                                           ;HUAYLAS                                           ;27.68
ANCASH;HUAYLAS                                           ;MATO                                              ;48.90
ANCASH;HUAYLAS                                           ;PAMPAROMAS                                        ;67.90
ANCASH;HUAYLAS                                           ;PUEBLO LIBRE                                      ;56.80
ANCASH;HUAYLAS                                           ;SANTA CRUZ                                        ;54.48
ANCASH;HUAYLAS                                           ;SANTO TORIBIO                                     ;61.31
ANCASH;HUAYLAS                                           ;YURACMARCA                                        ;68.69
ANCASH;MARISCAL LUZURIAGA                                ;PISCOBAMBA                                        ;38.94
ANCASH;MARISCAL LUZURIAGA                                ;CASCA                                             ;44.50
ANCASH;MARISCAL LUZURIAGA                                ;ELEAZAR GUZMÁN BARRÓN                             ;71.16
ANCASH;MARISCAL LUZURIAGA                                ;FIDEL OLIVAS ESCUDERO                             ;87.79
ANCASH;MARISCAL LUZURIAGA                                ;LLAMA                                             ;51.19
ANCASH;MARISCAL LUZURIAGA                                ;LLUMPA                                            ;59.92
ANCASH;MARISCAL LUZURIAGA                                ;LUCMA                                             ;42.58
ANCASH;MARISCAL LUZURIAGA                                ;MUSGA                                             ;4.53
ANCASH;OCROS                                             ;OCROS                                             ;41.51
ANCASH;OCROS                                             ;ACAS                                              ;75.08
ANCASH;OCROS                                             ;CAJAMARQUILLA                                     ;33.15
ANCASH;OCROS                                             ;CARHUAPAMPA                                       ;35.98
ANCASH;OCROS                                             ;COCHAS                                            ;46.88
ANCASH;OCROS                                             ;CONGAS                                            ;38.31
ANCASH;OCROS                                             ;LLIPA                                             ;57.12
ANCASH;OCROS                                             ;SAN CRISTOBAL DE RAJÁN                            ;30.71
ANCASH;OCROS                                             ;SAN PEDRO                                         ;18.00
ANCASH;OCROS                                             ;SANTIAGO DE CHILCAS                               ;44.84
ANCASH;PALLASCA                                          ;CABANA                                            ;61.70
ANCASH;PALLASCA                                          ;BOLOGNESI                                         ;27.62
ANCASH;PALLASCA                                          ;CONCHUCOS                                         ;55.61
ANCASH;PALLASCA                                          ;HUACASCHUQUE                                      ;55.07
ANCASH;PALLASCA                                          ;HUANDOVAL                                         ;20.62
ANCASH;PALLASCA                                          ;LACABAMBA                                         ;41.56
ANCASH;PALLASCA                                          ;LLAPO                                             ;44.44
ANCASH;PALLASCA                                          ;PALLASCA                                          ;80.86
ANCASH;PALLASCA                                          ;PAMPAS                                            ;19.15
ANCASH;PALLASCA                                          ;SANTA ROSA                                        ;53.88
ANCASH;PALLASCA                                          ;TAUCA                                             ;71.77
ANCASH;POMABAMBA                                         ;POMABAMBA                                         ;44.39
ANCASH;POMABAMBA                                         ;HUAYLLÁN                                          ;44.90
ANCASH;POMABAMBA                                         ;PAROBAMBA                                         ;65.57
ANCASH;POMABAMBA                                         ;QUINUABAMBA                                       ;65.44
ANCASH;RECUAY                                            ;RECUAY                                            ;46.47
ANCASH;RECUAY                                            ;CATAC                                             ;78.59
ANCASH;RECUAY                                            ;COTAPARACO                                        ;23.13
ANCASH;RECUAY                                            ;HUAYLLAPAMPA                                      ;22.97
ANCASH;RECUAY                                            ;LLACLLÍN                                          ;66.40
ANCASH;RECUAY                                            ;MARCA                                             ;26.56
ANCASH;RECUAY                                            ;PAMPAS CHICO                                      ;53.44
ANCASH;RECUAY                                            ;PARARÍN                                           ;63.54
ANCASH;RECUAY                                            ;TAPACOCHA                                         ;35.78
ANCASH;RECUAY                                            ;TICAPAMPA                                         ;42.31
ANCASH;SANTA                                             ;CHIMBOTE                                          ;20.57
ANCASH;SANTA                                             ;CÁCERES DEL PERÚ                                  ;62.72
ANCASH;SANTA                                             ;COISHCO                                           ;24.78
ANCASH;SANTA                                             ;MACATE                                            ;59.94
ANCASH;SANTA                                             ;MORO                                              ;39.36
ANCASH;SANTA                                             ;NEPEÑA                                            ;46.46
ANCASH;SANTA                                             ;SAMANCO                                           ;43.08
ANCASH;SANTA                                             ;SANTA                                             ;44.37
ANCASH;SANTA                                             ;NUEVO CHIMBOTE                                    ;21.41
ANCASH;SIHUAS                                            ;SIHUAS                                            ;18.19
ANCASH;SIHUAS                                            ;ACOBAMBA                                          ;22.97
ANCASH;SIHUAS                                            ;ALFONSO UGARTE                                    ;45.97
ANCASH;SIHUAS                                            ;CASHAPAMPA                                        ;55.70
ANCASH;SIHUAS                                            ;CHINGALPO                                         ;65.60
ANCASH;SIHUAS                                            ;HUAYLLABAMBA                                      ;40.45
ANCASH;SIHUAS                                            ;QUICHES                                           ;52.90
ANCASH;SIHUAS                                            ;RAGASH                                            ;54.76
ANCASH;SIHUAS                                            ;SAN JUAN                                          ;60.74
ANCASH;SIHUAS                                            ;SICSIBAMBA                                        ;48.42
ANCASH;YUNGAY                                            ;YUNGAY                                            ;30.11
ANCASH;YUNGAY                                            ;CASCAPARA                                         ;52.95
ANCASH;YUNGAY                                            ;MANCOS                                            ;13.08
ANCASH;YUNGAY                                            ;MATACOTO                                          ;27.15
ANCASH;YUNGAY                                            ;QUILLO                                            ;29.02
ANCASH;YUNGAY                                            ;RANRAHIRCA                                        ;13.92
ANCASH;YUNGAY                                            ;SHUPLUY                                           ;20.58
ANCASH;YUNGAY                                            ;YANAMA                                            ;18.26
APURÍMAC;ABANCAY                                           ;ABANCAY                                           ;47.14
APURÍMAC;ABANCAY                                           ;CHACOCHE                                          ;67.38
APURÍMAC;ABANCAY                                           ;CIRCA                                             ;73.02
APURÍMAC;ABANCAY                                           ;CURAHUASI                                         ;73.54
APURÍMAC;ABANCAY                                           ;HUANIPACA                                         ;90.71
APURÍMAC;ABANCAY                                           ;LAMBRAMA                                          ;67.28
APURÍMAC;ABANCAY                                           ;PICHIRHUA                                         ;86.26
APURÍMAC;ABANCAY                                           ;SAN PEDRO DE CACHORA                              ;82.82
APURÍMAC;ABANCAY                                           ;TAMBURCO                                          ;39.92
APURÍMAC;ANDAHUAYLAS                                       ;ANDAHUAYLAS                                       ;60.49
APURÍMAC;ANDAHUAYLAS                                       ;ANDARAPA                                          ;77.07
APURÍMAC;ANDAHUAYLAS                                       ;CHIARA                                            ;88.01
APURÍMAC;ANDAHUAYLAS                                       ;HUANCARAMA                                        ;79.50
APURÍMAC;ANDAHUAYLAS                                       ;HUANCARAY                                         ;84.87
APURÍMAC;ANDAHUAYLAS                                       ;HUAYANA                                           ;94.43
APURÍMAC;ANDAHUAYLAS                                       ;KISHUARA                                          ;78.75
APURÍMAC;ANDAHUAYLAS                                       ;PACOBAMBA                                         ;67.89
APURÍMAC;ANDAHUAYLAS                                       ;PACUCHA                                           ;86.49
APURÍMAC;ANDAHUAYLAS                                       ;PAMPACHIRI                                        ;72.49
APURÍMAC;ANDAHUAYLAS                                       ;POMACOCHA                                         ;91.44
APURÍMAC;ANDAHUAYLAS                                       ;SAN ANTONIO DE CACHI                              ;84.25
APURÍMAC;ANDAHUAYLAS                                       ;SAN JERÓNIMO                                      ;67.47
APURÍMAC;ANDAHUAYLAS                                       ;SAN MIGUEL DE CHACCRAMPA                          ;82.10
APURÍMAC;ANDAHUAYLAS                                       ;SANTA MARÍA DE CHICMO                             ;79.35
APURÍMAC;ANDAHUAYLAS                                       ;TALAVERA                                          ;61.41
APURÍMAC;ANDAHUAYLAS                                       ;TUMAY HUARACA                                     ;77.98
APURÍMAC;ANDAHUAYLAS                                       ;TURPO                                             ;85.12
APURÍMAC;ANDAHUAYLAS                                       ;KAQUIABAMBA                                       ;72.45
APURÍMAC;ANTABAMBA                                         ;ANTABAMBA                                         ;78.39
APURÍMAC;ANTABAMBA                                         ;EL ORO                                            ;60.80
APURÍMAC;ANTABAMBA                                         ;HUAQUIRCA                                         ;73.84
APURÍMAC;ANTABAMBA                                         ;JUAN ESPINOZA MEDRANO                             ;82.20
APURÍMAC;ANTABAMBA                                         ;OROPESA                                           ;91.41
APURÍMAC;ANTABAMBA                                         ;PACHACONAS                                        ;64.36
APURÍMAC;ANTABAMBA                                         ;SABAINO                                           ;79.58
APURÍMAC;AYMARAES                                          ;CHALHUANCA                                        ;64.38
APURÍMAC;AYMARAES                                          ;CAPAYA                                            ;63.30
APURÍMAC;AYMARAES                                          ;CARAYBAMBA                                        ;65.65
APURÍMAC;AYMARAES                                          ;CHAPIMARCA                                        ;67.83
APURÍMAC;AYMARAES                                          ;COLCABAMBA                                        ;71.88
APURÍMAC;AYMARAES                                          ;COTARUSE                                          ;89.19
APURÍMAC;AYMARAES                                          ;HUAYLLO                                           ;64.61
APURÍMAC;AYMARAES                                          ;JUSTO APU SAHUARAURA                              ;67.26
APURÍMAC;AYMARAES                                          ;LUCRE                                             ;69.77
APURÍMAC;AYMARAES                                          ;POCOHUANCA                                        ;68.51
APURÍMAC;AYMARAES                                          ;SAN JUAN DE CHACÑA                                ;59.28
APURÍMAC;AYMARAES                                          ;SAÑAYCA                                           ;81.13
APURÍMAC;AYMARAES                                          ;SORAYA                                            ;62.65
APURÍMAC;AYMARAES                                          ;TAPAIRIHUA                                        ;62.92
APURÍMAC;AYMARAES                                          ;TINTAY                                            ;63.41
APURÍMAC;AYMARAES                                          ;TORAYA                                            ;82.06
APURÍMAC;AYMARAES                                          ;YANACA                                            ;63.32
APURÍMAC;COTABAMBAS                                        ;TAMBOBAMBA                                        ;88.97
APURÍMAC;COTABAMBAS                                        ;COTABAMBAS                                        ;84.26
APURÍMAC;COTABAMBAS                                        ;COYLLURQUI                                        ;95.41
APURÍMAC;COTABAMBAS                                        ;HAQUIRA                                           ;85.56
APURÍMAC;COTABAMBAS                                        ;MARA                                              ;91.88
APURÍMAC;COTABAMBAS                                        ;CHALLHUAHUACHO                                    ;82.30
APURÍMAC;CHINCHEROS                                        ;CHINCHEROS                                        ;66.63
APURÍMAC;CHINCHEROS                                        ;ANCO-HUALLO                                       ;82.30
APURÍMAC;CHINCHEROS                                        ;COCHARCAS                                         ;78.87
APURÍMAC;CHINCHEROS                                        ;HUACCANA                                          ;89.57
APURÍMAC;CHINCHEROS                                        ;OCOBAMBA                                          ;87.85
APURÍMAC;CHINCHEROS                                        ;ONGOY                                             ;73.42
APURÍMAC;CHINCHEROS                                        ;URANMARCA                                         ;65.55
APURÍMAC;CHINCHEROS                                        ;RANRACANCHA                                       ;86.01
APURÍMAC;GRAU                                              ;CHUQUIBAMBILLA                                    ;74.97
APURÍMAC;GRAU                                              ;CURPAHUASI                                        ;77.32
APURÍMAC;GRAU                                              ;GAMARRA                                           ;92.09
APURÍMAC;GRAU                                              ;HUAYLLATI                                         ;92.67
APURÍMAC;GRAU                                              ;MAMARA                                            ;68.97
APURÍMAC;GRAU                                              ;MICAELA BASTIDAS                                  ;65.50
APURÍMAC;GRAU                                              ;PATAYPAMPA                                        ;74.37
APURÍMAC;GRAU                                              ;PROGRESO                                          ;78.32
APURÍMAC;GRAU                                              ;SAN ANTONIO                                       ;66.65
APURÍMAC;GRAU                                              ;SANTA ROSA                                        ;77.12
APURÍMAC;GRAU                                              ;TURPAY                                            ;64.04
APURÍMAC;GRAU                                              ;VILCABAMBA                                        ;67.45
APURÍMAC;GRAU                                              ;VIRUNDO                                           ;81.15
APURÍMAC;GRAU                                              ;CURASCO                                           ;79.68
AREQUIPA;AREQUIPA                                          ;AREQUIPA                                          ;2.82
AREQUIPA;AREQUIPA                                          ;ALTO SELVA ALEGRE                                 ;20.96
AREQUIPA;AREQUIPA                                          ;CAYMA                                             ;22.54
AREQUIPA;AREQUIPA                                          ;CERRO COLORADO                                    ;17.99
AREQUIPA;AREQUIPA                                          ;CHARACATO                                         ;15.30
AREQUIPA;AREQUIPA                                          ;CHIGUATA                                          ;26.72
AREQUIPA;AREQUIPA                                          ;JACOBO HUNTER                                     ;25.82
AREQUIPA;AREQUIPA                                          ;LA JOYA                                           ;26.81
AREQUIPA;AREQUIPA                                          ;MARIANO MELGAR                                    ;20.74
AREQUIPA;AREQUIPA                                          ;MIRAFLORES                                        ;17.96
AREQUIPA;AREQUIPA                                          ;MOLLEBAYA                                         ;28.90
AREQUIPA;AREQUIPA                                          ;PAUCARPATA                                        ;23.51
AREQUIPA;AREQUIPA                                          ;POCSI                                             ;57.37
AREQUIPA;AREQUIPA                                          ;POLOBAYA                                          ;46.97
AREQUIPA;AREQUIPA                                          ;QUEQUEÑA                                          ;12.56
AREQUIPA;AREQUIPA                                          ;SABANDÍA                                          ;11.50
AREQUIPA;AREQUIPA                                          ;SACHACA                                           ;19.86
AREQUIPA;AREQUIPA                                          ;SAN JUAN DE SIGUAS                                ;26.84
AREQUIPA;AREQUIPA                                          ;SAN JUAN DE TARUCANI                              ;69.44
AREQUIPA;AREQUIPA                                          ;SANTA ISABEL DE SIGUAS                            ;9.45
AREQUIPA;AREQUIPA                                          ;SANTA RITA DE SIGUAS                              ;35.48
AREQUIPA;AREQUIPA                                          ;SOCABAYA                                          ;21.07
AREQUIPA;AREQUIPA                                          ;TIABAYA                                           ;17.35
AREQUIPA;AREQUIPA                                          ;UCHUMAYO                                          ;15.81
AREQUIPA;AREQUIPA                                          ;VITOR                                             ;24.93
AREQUIPA;AREQUIPA                                          ;YANAHUARA                                         ;1.23
AREQUIPA;AREQUIPA                                          ;YARABAMBA                                         ;22.45
AREQUIPA;AREQUIPA                                          ;YURA                                              ;29.43
AREQUIPA;AREQUIPA                                          ;JOSÉ LUIS BUSTAMANTE Y RIVERO                     ;6.43
AREQUIPA;CAMANÁ                                            ;CAMANÁ                                            ;14.93
AREQUIPA;CAMANÁ                                            ;JOSÉ MARÍA QUIMPER                                ;22.22
AREQUIPA;CAMANÁ                                            ;MARIANO NICOLÁS VALCARCEL                         ;14.81
AREQUIPA;CAMANÁ                                            ;MARISCAL CÁCERES                                  ;34.54
AREQUIPA;CAMANÁ                                            ;NICOLÁS DE PIÉROLA                                ;15.42
AREQUIPA;CAMANÁ                                            ;OCOÑA                                             ;26.88
AREQUIPA;CAMANÁ                                            ;QUILCA                                            ;18.43
AREQUIPA;CAMANÁ                                            ;SAMUEL PASTOR                                     ;28.50
AREQUIPA;CARAVELÍ                                          ;CARAVELÍ                                          ;11.30
AREQUIPA;CARAVELÍ                                          ;ACARI                                             ;4.72
AREQUIPA;CARAVELÍ                                          ;ATICO                                             ;7.74
AREQUIPA;CARAVELÍ                                          ;ATIQUIPA                                          ;26.28
AREQUIPA;CARAVELÍ                                          ;BELLA UNIÓN                                       ;19.86
AREQUIPA;CARAVELÍ                                          ;CAHUACHO                                          ;72.36
AREQUIPA;CARAVELÍ                                          ;CHALA                                             ;12.46
AREQUIPA;CARAVELÍ                                          ;CHAPARRA                                          ;13.71
AREQUIPA;CARAVELÍ                                          ;HUANUHUANU                                        ;21.15
AREQUIPA;CARAVELÍ                                          ;JAQUI                                             ;15.16
AREQUIPA;CARAVELÍ                                          ;LOMAS                                             ;15.79
AREQUIPA;CARAVELÍ                                          ;QUICACHA                                          ;31.16
AREQUIPA;CARAVELÍ                                          ;YAUCA                                             ;15.50
AREQUIPA;CASTILLA                                          ;APLAO                                             ;27.94
AREQUIPA;CASTILLA                                          ;ANDAGUA                                           ;64.74
AREQUIPA;CASTILLA                                          ;AYO                                               ;25.33
AREQUIPA;CASTILLA                                          ;CHACHAS                                           ;79.87
AREQUIPA;CASTILLA                                          ;CHILCAYMARCA                                      ;63.15
AREQUIPA;CASTILLA                                          ;CHOCO                                             ;31.19
