Departamento;Provincia;Distrito;Pobreza
AREQUIPA;CONDESUYOS                                        ;CHICHAS                                           ;26.19
AREQUIPA;CONDESUYOS                                        ;IRAY                                              ;31.48
AREQUIPA;CONDESUYOS                                        ;RÍO GRANDE                                        ;23.43
AREQUIPA;CONDESUYOS                                        ;SALAMANCA                                         ;70.58
AREQUIPA;CONDESUYOS                                        ;YANAQUIHUA                                        ;13.48
AREQUIPA;ISLAY                                             ;MOLLENDO                                          ;12.60
AREQUIPA;ISLAY                                             ;COCACHACRA                                        ;32.91
AREQUIPA;ISLAY                                             ;DEAN VALDIVIA                                     ;41.40
AREQUIPA;ISLAY                                             ;ISLAY                                             ;29.13
AREQUIPA;ISLAY                                             ;MEJÍA                                             ;10.51
AREQUIPA;ISLAY                                             ;PUNTA DE BOMBÓN                                   ;40.90
AREQUIPA;LA UNIÓN                                          ;COTAHUASI                                         ;24.00
AREQUIPA;LA UNIÓN                                          ;ALCA                                              ;50.12
AREQUIPA;LA UNIÓN                                          ;CHARCANA                                          ;69.07
AREQUIPA;LA UNIÓN                                          ;HUAYNACOTAS                                       ;52.21
AREQUIPA;LA UNIÓN                                          ;PAMPAMARCA                                        ;47.61
AREQUIPA;LA UNIÓN                                          ;PUYCA                                             ;82.87
AREQUIPA;LA UNIÓN                                          ;QUECHUALLA                                        ;31.69
AREQUIPA;LA UNIÓN                                          ;SAYLA                                             ;69.96
AREQUIPA;LA UNIÓN                                          ;TAURIA                                            ;41.24
AREQUIPA;LA UNIÓN                                          ;TOMEPAMPA                                         ;38.07
AREQUIPA;LA UNIÓN                                          ;TORO                                              ;33.42
AYACUCHO;HUAMANGA                                          ;AYACUCHO                                          ;39.59
AYACUCHO;HUAMANGA                                          ;ACOCRO                                            ;59.74
AYACUCHO;HUAMANGA                                          ;ACOS VINCHOS                                      ;82.82
AYACUCHO;HUAMANGA                                          ;CHIARA                                            ;65.81
AYACUCHO;HUAMANGA                                          ;OCROS                                             ;63.06
AYACUCHO;HUAMANGA                                          ;PACAYCASA                                         ;68.52
AYACUCHO;HUAMANGA                                          ;QUINUA                                            ;86.69
AYACUCHO;HUAMANGA                                          ;SAN JOSÉ DE TICLLAS                               ;72.37
AYACUCHO;HUAMANGA                                          ;SAN JUAN BAUTISTA                                 ;54.42
AYACUCHO;HUAMANGA                                          ;SANTIAGO DE PISCHA                                ;73.93
AYACUCHO;HUAMANGA                                          ;SOCOS                                             ;85.48
AYACUCHO;HUAMANGA                                          ;TAMBILLO                                          ;81.87
AYACUCHO;HUAMANGA                                          ;VINCHOS                                           ;81.74
AYACUCHO;HUAMANGA                                          ;JESÚS NAZARENO                                    ;44.72
AYACUCHO;CANGALLO                                          ;CANGALLO                                          ;54.36
AYACUCHO;CANGALLO                                          ;CHUSCHI                                           ;73.59
AYACUCHO;CANGALLO                                          ;LOS MOROCHUCOS                                    ;58.79
AYACUCHO;CANGALLO                                          ;MARÍA PARADO DE BELLIDO                           ;76.15
AYACUCHO;CANGALLO                                          ;PARAS                                             ;74.03
AYACUCHO;CANGALLO                                          ;TOTOS                                             ;73.82
AYACUCHO;HUANCA SANCOS                                     ;SANCOS                                            ;56.01
AYACUCHO;HUANCA SANCOS                                     ;CARAPO                                            ;69.20
AYACUCHO;HUANCA SANCOS                                     ;SACSAMARCA                                        ;77.10
AYACUCHO;HUANCA SANCOS                                     ;SANTIAGO DE LUCANAMARCA                           ;62.93
AYACUCHO;HUANTA                                            ;HUANTA                                            ;53.59
AYACUCHO;HUANTA                                            ;AYAHUANCO                                         ;87.91
AYACUCHO;HUANTA                                            ;HUAMANGUILLA                                      ;77.69
AYACUCHO;HUANTA                                            ;IGUAIN                                            ;65.56
AYACUCHO;HUANTA                                            ;LURICOCHA                                         ;70.72
AYACUCHO;HUANTA                                            ;SANTILLANA                                        ;74.93
AYACUCHO;HUANTA                                            ;SIVIA                                             ;52.90
AYACUCHO;HUANTA                                            ;LLOCHEGUA                                         ;44.84
AYACUCHO;LA MAR                                            ;SAN MIGUEL                                        ;81.13
AYACUCHO;LA MAR                                            ;ANCO                                              ;77.97
AYACUCHO;LA MAR                                            ;AYNA                                              ;42.60
AYACUCHO;LA MAR                                            ;CHILCAS                                           ;69.17
AYACUCHO;LA MAR                                            ;CHUNGUI                                           ;78.18
AYACUCHO;LA MAR                                            ;LUIS CARRANZA                                     ;78.82
AYACUCHO;LA MAR                                            ;SANTA ROSA                                        ;51.32
AYACUCHO;LA MAR                                            ;TAMBO                                             ;87.90
AYACUCHO;LA MAR                                            ;SAMUGARI  2/                                        ;76.42
AYACUCHO;LUCANAS                                           ;PUQUIO                                            ;53.04
AYACUCHO;LUCANAS                                           ;AUCARÁ                                            ;64.57
AYACUCHO;LUCANAS                                           ;CABANA                                            ;64.03
AYACUCHO;LUCANAS                                           ;CARMEN SALCEDO                                    ;73.16
AYACUCHO;LUCANAS                                           ;CHAVIÑA                                           ;55.11
AYACUCHO;LUCANAS                                           ;CHIPAO                                            ;65.01
AYACUCHO;LUCANAS                                           ;HUAC-HUAS                                         ;33.20
AYACUCHO;LUCANAS                                           ;LARAMATE                                          ;31.57
AYACUCHO;LUCANAS                                           ;LEONCIO PRADO                                     ;43.48
AYACUCHO;LUCANAS                                           ;LLAUTA                                            ;40.62
AYACUCHO;LUCANAS                                           ;LUCANAS                                           ;61.09
AYACUCHO;LUCANAS                                           ;OCAÑA                                             ;50.30
AYACUCHO;LUCANAS                                           ;OTOCA                                             ;38.29
AYACUCHO;LUCANAS                                           ;SAISA                                             ;12.57
AYACUCHO;LUCANAS                                           ;SAN CRISTOBAL                                     ;83.76
AYACUCHO;LUCANAS                                           ;SAN JUAN                                          ;44.96
AYACUCHO;LUCANAS                                           ;SAN PEDRO                                         ;63.57
AYACUCHO;LUCANAS                                           ;SAN PEDRO DE PALCO                                ;76.70
AYACUCHO;LUCANAS                                           ;SANCOS                                            ;47.15
AYACUCHO;LUCANAS                                           ;SANTA ANA DE HUAYCAHUACHO                         ;58.26
AYACUCHO;LUCANAS                                           ;SANTA LUCÍA                                       ;45.88
AYACUCHO;PARINACOCHAS                                      ;CORACORA                                          ;39.75
AYACUCHO;PARINACOCHAS                                      ;CHUMPI                                            ;63.65
AYACUCHO;PARINACOCHAS                                      ;CORONEL CASTAÑEDA                                 ;78.58
AYACUCHO;PARINACOCHAS                                      ;PACAPAUSA                                         ;65.66
AYACUCHO;PARINACOCHAS                                      ;PULLO                                             ;56.16
AYACUCHO;PARINACOCHAS                                      ;PUYUSCA                                           ;40.29
AYACUCHO;PARINACOCHAS                                      ;SAN FRANCISCO DE RAVACAYCO                        ;74.64
AYACUCHO;PARINACOCHAS                                      ;UPAHUACHO                                         ;79.82
AYACUCHO;PAUCAR DEL SARA SARA                              ;PAUSA                                             ;49.40
AYACUCHO;PAUCAR DEL SARA SARA                              ;COLTA                                             ;62.01
AYACUCHO;PAUCAR DEL SARA SARA                              ;CORCULLA                                          ;64.62
AYACUCHO;PAUCAR DEL SARA SARA                              ;LAMPA                                             ;43.95
AYACUCHO;PAUCAR DEL SARA SARA                              ;MARCABAMBA                                        ;54.50
AYACUCHO;PAUCAR DEL SARA SARA                              ;OYOLO                                             ;79.25
AYACUCHO;PAUCAR DEL SARA SARA                              ;PARARCA                                           ;46.49
AYACUCHO;PAUCAR DEL SARA SARA                              ;SAN JAVIER DE ALPABAMBA                           ;50.16
AYACUCHO;PAUCAR DEL SARA SARA                              ;SAN JOSÉ DE USHUA                                 ;75.53
AYACUCHO;PAUCAR DEL SARA SARA                              ;SARA SARA                                         ;54.53
AYACUCHO;SUCRE                                             ;QUEROBAMBA                                        ;43.43
AYACUCHO;SUCRE                                             ;BELÉN                                             ;62.97
AYACUCHO;SUCRE                                             ;CHALCOS                                           ;67.79
AYACUCHO;SUCRE                                             ;CHILCAYOC                                         ;70.24
AYACUCHO;SUCRE                                             ;HUACAÑA                                           ;51.98
AYACUCHO;SUCRE                                             ;MORCOLLA                                          ;67.75
AYACUCHO;SUCRE                                             ;PAICO                                             ;62.14
AYACUCHO;SUCRE                                             ;SAN PEDRO DE LARCAY                               ;62.62
AYACUCHO;SUCRE                                             ;SAN SALVADOR DE QUIJE                             ;73.85
AYACUCHO;SUCRE                                             ;SANTIAGO DE PAUCARAY                              ;63.44
AYACUCHO;SUCRE                                             ;SORAS                                             ;56.21
AYACUCHO;VÍCTOR FAJARDO                                    ;HUANCAPI                                          ;66.96
AYACUCHO;VÍCTOR FAJARDO                                    ;ALCAMENCA                                         ;69.25
AYACUCHO;VÍCTOR FAJARDO                                    ;APONGO                                            ;62.30
AYACUCHO;VÍCTOR FAJARDO                                    ;ASQUIPATA                                         ;69.72
AYACUCHO;VÍCTOR FAJARDO                                    ;CANARIA                                           ;63.18
AYACUCHO;VÍCTOR FAJARDO                                    ;CAYARA                                            ;73.27
AYACUCHO;VÍCTOR FAJARDO                                    ;COLCA                                             ;67.83
AYACUCHO;VÍCTOR FAJARDO                                    ;HUAMANQUIQUIA                                     ;72.92
AYACUCHO;VÍCTOR FAJARDO                                    ;HUANCARAYLLA                                      ;83.08
AYACUCHO;VÍCTOR FAJARDO                                    ;HUAYA                                             ;62.28
AYACUCHO;VÍCTOR FAJARDO                                    ;SARHUA                                            ;90.46
AYACUCHO;VÍCTOR FAJARDO                                    ;VILCANCHOS                                        ;80.66
AYACUCHO;VILCAS HUAMÁN                                     ;VILCAS HUAMÁN                                     ;72.11
AYACUCHO;VILCAS HUAMÁN                                     ;ACCOMARCA                                         ;56.11
AYACUCHO;VILCAS HUAMÁN                                     ;CARHUANCA                                         ;65.53
AYACUCHO;VILCAS HUAMÁN                                     ;CONCEPCIÓN                                        ;82.24
AYACUCHO;VILCAS HUAMÁN                                     ;HUAMBALPA                                         ;81.99
AYACUCHO;VILCAS HUAMÁN                                     ;INDEPENDENCIA                                     ;62.44
AYACUCHO;VILCAS HUAMÁN                                     ;SAURAMA                                           ;58.79
AYACUCHO;VILCAS HUAMÁN                                     ;VISCHONGO                                         ;75.21
CAJAMARCA;CAJAMARCA                                         ;CAJAMARCA                                         ;29.83
CAJAMARCA;CAJAMARCA                                         ;ASUNCIÓN                                          ;86.09
CAJAMARCA;CAJAMARCA                                         ;CHETILLA                                          ;85.69
CAJAMARCA;CAJAMARCA                                         ;COSPÁN                                            ;87.33
CAJAMARCA;CAJAMARCA                                         ;ENCAÑADA                                          ;74.55
CAJAMARCA;CAJAMARCA                                         ;JESÚS                                             ;82.68
CAJAMARCA;CAJAMARCA                                         ;LLACANORA                                         ;59.95
CAJAMARCA;CAJAMARCA                                         ;LOS BAÑOS DEL INCA                                ;35.67
CAJAMARCA;CAJAMARCA                                         ;MAGDALENA                                         ;47.32
CAJAMARCA;CAJAMARCA                                         ;MATARA                                            ;67.10
CAJAMARCA;CAJAMARCA                                         ;NAMORA                                            ;88.43
CAJAMARCA;CAJAMARCA                                         ;SAN JUAN                                          ;75.23
CAJAMARCA;CAJABAMBA                                         ;CAJABAMBA                                         ;64.13
CAJAMARCA;CAJABAMBA                                         ;CACHACHI                                          ;67.49
CAJAMARCA;CAJABAMBA                                         ;CONDEBAMBA                                        ;80.04
CAJAMARCA;CAJABAMBA                                         ;SITACOCHA                                         ;73.50
CAJAMARCA;CELENDÍN                                          ;CELENDÍN                                          ;60.61
CAJAMARCA;CELENDÍN                                          ;CHUMUCH                                           ;85.30
CAJAMARCA;CELENDÍN                                          ;CORTEGANA                                         ;76.79
CAJAMARCA;CELENDÍN                                          ;HUASMÍN                                           ;63.44
CAJAMARCA;CELENDÍN                                          ;JORGE CHAVEZ                                      ;61.57
CAJAMARCA;CELENDÍN                                          ;JOSÉ GALVEZ                                       ;62.26
CAJAMARCA;CELENDÍN                                          ;MIGUEL IGLESIAS                                   ;81.94
CAJAMARCA;CELENDÍN                                          ;OXAMARCA                                          ;66.32
CAJAMARCA;CELENDÍN                                          ;SOROCHUCO                                         ;75.38
CAJAMARCA;CELENDÍN                                          ;SUCRE                                             ;68.86
CAJAMARCA;CELENDÍN                                          ;UTCO                                              ;88.72
CAJAMARCA;CELENDÍN                                          ;LA LIBERTAD DE PALLÁN                             ;45.06
CAJAMARCA;CHOTA                                             ;CHOTA                                             ;35.97
CAJAMARCA;CHOTA                                             ;ANGUIA                                            ;87.31
CAJAMARCA;CHOTA                                             ;CHADIN                                            ;70.07
CAJAMARCA;CHOTA                                             ;CHIGUIRIP                                         ;73.32
CAJAMARCA;CHOTA                                             ;CHIMBÁN                                           ;87.97
CAJAMARCA;CHOTA                                             ;CHOROPAMPA                                        ;88.24
CAJAMARCA;CHOTA                                             ;COCHABAMBA                                        ;75.70
CAJAMARCA;CHOTA                                             ;CONCHÁN                                           ;75.52
CAJAMARCA;CHOTA                                             ;HUAMBOS                                           ;79.22
CAJAMARCA;CHOTA                                             ;LAJAS                                             ;57.55
CAJAMARCA;CHOTA                                             ;LLAMA                                             ;63.17
CAJAMARCA;CHOTA                                             ;MIRACOSTA                                         ;79.64
CAJAMARCA;CHOTA                                             ;PACCHA                                            ;55.86
CAJAMARCA;CHOTA                                             ;PIÓN                                              ;95.28
CAJAMARCA;CHOTA                                             ;QUEROCOTO                                         ;77.36
CAJAMARCA;CHOTA                                             ;SAN JUAN DE LICUPIS                               ;41.74
CAJAMARCA;CHOTA                                             ;TACABAMBA                                         ;64.61
CAJAMARCA;CHOTA                                             ;TOCMOCHE                                          ;59.35
CAJAMARCA;CHOTA                                             ;CHALAMARCA                                        ;83.46
CAJAMARCA;CONTUMAZÁ                                         ;CONTUMAZÁ                                         ;67.30
CAJAMARCA;CONTUMAZÁ                                         ;CHILETE                                           ;34.11
CAJAMARCA;CONTUMAZÁ                                         ;CUPISNIQUE                                        ;73.19
CAJAMARCA;CONTUMAZÁ                                         ;GUZMANGO                                          ;78.58
CAJAMARCA;CONTUMAZÁ                                         ;SAN BENITO                                        ;56.80
CAJAMARCA;CONTUMAZÁ                                         ;SANTA CRUZ DE TOLED                               ;65.25
CAJAMARCA;CONTUMAZÁ                                         ;TANTARICA                                         ;60.06
CAJAMARCA;CONTUMAZÁ                                         ;YONÁN                                             ;60.43
CAJAMARCA;CUTERVO                                           ;CUTERVO                                           ;58.90
CAJAMARCA;CUTERVO                                           ;CALLAYUC                                          ;53.07
CAJAMARCA;CUTERVO                                           ;CHOROS                                            ;53.52
CAJAMARCA;CUTERVO                                           ;CUJILLO                                           ;70.74
CAJAMARCA;CUTERVO                                           ;LA RAMADA                                         ;90.06
CAJAMARCA;CUTERVO                                           ;PIMPINGOS                                         ;57.73
CAJAMARCA;CUTERVO                                           ;QUEROCOTILLO                                      ;63.18
CAJAMARCA;CUTERVO                                           ;SAN ANDRÉS DE CUTERVO                             ;36.95
CAJAMARCA;CUTERVO                                           ;SAN JUAN DE CUTERVO                               ;81.35
CAJAMARCA;CUTERVO                                           ;SAN LUIS DE LUCMA                                 ;57.56
CAJAMARCA;CUTERVO                                           ;SANTA CRUZ                                        ;43.39
CAJAMARCA;CUTERVO                                           ;SANTO DOMINGO DE LA CAPILLA                       ;77.58
CAJAMARCA;CUTERVO                                           ;SANTO TOMÁS                                       ;53.11
CAJAMARCA;CUTERVO                                           ;SÓCOTA                                            ;67.19
CAJAMARCA;CUTERVO                                           ;TORIBIO CASANOVA                                  ;78.16
CAJAMARCA;HUALGAYOC                                         ;BAMBAMARCA                                        ;58.18
CAJAMARCA;HUALGAYOC                                         ;CHUGUR                                            ;33.77
CAJAMARCA;HUALGAYOC                                         ;HUALGAYOC                                         ;73.38
CAJAMARCA;JAÉN                                              ;JAÉN                                              ;31.76
CAJAMARCA;JAÉN                                              ;BELLAVISTA                                        ;59.73
CAJAMARCA;JAÉN                                              ;CHONTALI                                          ;69.53
CAJAMARCA;JAÉN                                              ;COLASAY                                           ;80.53
CAJAMARCA;JAÉN                                              ;HUABAL                                            ;80.65
CAJAMARCA;JAÉN                                              ;LAS PIRIAS                                        ;73.26
CAJAMARCA;JAÉN                                              ;POMAHUACA                                         ;63.31
CAJAMARCA;JAÉN                                              ;PUCARÁ                                            ;21.89
CAJAMARCA;JAÉN                                              ;SALLIQUE                                          ;78.09
CAJAMARCA;JAÉN                                              ;SAN FELIPE                                        ;66.59
CAJAMARCA;JAÉN                                              ;SAN JOSÉ DEL ALTO                                 ;66.64
CAJAMARCA;JAÉN                                              ;SANTA ROSA                                        ;36.21
CAJAMARCA;SAN IGNACIO                                       ;SAN IGNACIO                                       ;56.13
CAJAMARCA;SAN IGNACIO                                       ;CHIRINOS                                          ;50.17
CAJAMARCA;SAN IGNACIO                                       ;HUARANGO                                          ;48.61
CAJAMARCA;SAN IGNACIO                                       ;LA COIPA                                          ;56.87
CAJAMARCA;SAN IGNACIO                                       ;NAMBALLE                                          ;57.14
CAJAMARCA;SAN IGNACIO                                       ;SAN JOSÉ DE LOURDES                               ;53.64
CAJAMARCA;SAN IGNACIO                                       ;TABACONAS                                         ;60.06
CAJAMARCA;SAN MARCOS                                        ;PEDRO GALVEZ                                      ;52.89
CAJAMARCA;SAN MARCOS                                        ;CHANCAY                                           ;85.06
CAJAMARCA;SAN MARCOS                                        ;EDUARDO VILLANUEVA                                ;39.44
CAJAMARCA;SAN MARCOS                                        ;GREGORIO PITA                                     ;63.91
CAJAMARCA;SAN MARCOS                                        ;ICHOCÁN                                           ;47.09
CAJAMARCA;SAN MARCOS                                        ;JOSÉ MANUEL QUIROZ                                ;72.06
CAJAMARCA;SAN MARCOS                                        ;JOSÉ SABOGAL                                      ;78.48
CAJAMARCA;SAN MIGUEL                                        ;SAN MIGUEL                                        ;62.84
CAJAMARCA;SAN MIGUEL                                        ;BOLÍVAR                                           ;69.36
CAJAMARCA;SAN MIGUEL                                        ;CALQUIS                                           ;72.34
CAJAMARCA;SAN MIGUEL                                        ;CATILLUC                                          ;54.32
CAJAMARCA;SAN MIGUEL                                        ;EL PRADO                                          ;53.17
CAJAMARCA;SAN MIGUEL                                        ;LA FLORIDA                                        ;47.16
CAJAMARCA;SAN MIGUEL                                        ;LLAPA                                             ;53.94
CAJAMARCA;SAN MIGUEL                                        ;NANCHOC                                           ;46.23
CAJAMARCA;SAN MIGUEL                                        ;NIEPOS                                            ;56.05
CAJAMARCA;SAN MIGUEL                                        ;SAN GREGORIO                                      ;48.88
CAJAMARCA;SAN MIGUEL                                        ;SAN SILVESTRE DE COCHÁN                           ;38.47
CAJAMARCA;SAN MIGUEL                                        ;TONGOD                                            ;62.12
CAJAMARCA;SAN MIGUEL                                        ;UNIÓN AGUA BLANCA                                 ;61.07
CAJAMARCA;SAN PABLO                                         ;SAN PABLO                                         ;64.61
CAJAMARCA;SAN PABLO                                         ;SAN BERNARDINO                                    ;59.16
CAJAMARCA;SAN PABLO                                         ;SAN LUIS                                          ;39.38
CAJAMARCA;SAN PABLO                                         ;TUMBADÉN                                          ;50.65
CAJAMARCA;SANTA CRUZ                                        ;SANTA CRUZ                                        ;54.99
CAJAMARCA;SANTA CRUZ                                        ;ANDABAMBA                                         ;82.44
CAJAMARCA;SANTA CRUZ                                        ;CATACHE                                           ;61.99
CAJAMARCA;SANTA CRUZ                                        ;CHANCAYBAÑOS                                      ;32.60
CAJAMARCA;SANTA CRUZ                                        ;LA ESPERANZA                                      ;80.41
CAJAMARCA;SANTA CRUZ                                        ;NINABAMBA                                         ;56.37
CAJAMARCA;SANTA CRUZ                                        ;PULÁN                                             ;60.07
CAJAMARCA;SANTA CRUZ                                        ;SAUCEPAMPA                                        ;69.60
CAJAMARCA;SANTA CRUZ                                        ;SEXI                                              ;75.67
CAJAMARCA;SANTA CRUZ                                        ;UTICYACU                                          ;47.81
CAJAMARCA;SANTA CRUZ                                        ;YAUYUCÁN                                          ;80.62
CALLAO;PROV. CONST. DEL CALLAO  ;CALLAO;13.15
CALLAO;PROV. CONST. DEL CALLAO  ;BELLAVISTA                                        ;4.91
CALLAO;PROV. CONST. DEL CALLAO  ;CARMEN DE LA LEGUA REYNOSO                        ;11.43
CALLAO;PROV. CONST. DEL CALLAO  ;LA PERLA                                          ;4.12
CALLAO;PROV. CONST. DEL CALLAO  ;LA PUNTA                                          ;0.10
CALLAO;PROV. CONST. DEL CALLAO  ;VENTANILLA                                        ;23.60
CUSCO;CUSCO                                             ;CUSCO                                             ;25.51
CUSCO;CUSCO                                             ;CCORCA                                            ;85.92
CUSCO;CUSCO                                             ;POROY                                             ;38.74
CUSCO;CUSCO                                             ;SAN JERÓNIMO                                      ;33.35
CUSCO;CUSCO                                             ;SAN SEBASTIÁN                                     ;25.66
CUSCO;CUSCO                                             ;SANTIAGO                                          ;30.11
CUSCO;CUSCO                                             ;SAYLLA                                            ;34.58
CUSCO;CUSCO                                             ;WANCHAQ                                           ;4.84
CUSCO;ACOMAYO                                           ;ACOMAYO                                           ;63.05
CUSCO;ACOMAYO                                           ;ACOPIA                                            ;90.48
CUSCO;ACOMAYO                                           ;ACOS                                              ;77.84
CUSCO;ACOMAYO                                           ;MOSOC LLACTA                                      ;59.15
CUSCO;ACOMAYO                                           ;POMACANCHI                                        ;77.17
CUSCO;ACOMAYO                                           ;RONDOCÁN                                          ;92.82
CUSCO;ACOMAYO                                           ;SANGARARA                                         ;63.36
CUSCO;ANTA                                              ;ANTA                                              ;69.05
CUSCO;ANTA                                              ;ANCAHUASI                                         ;73.72
CUSCO;ANTA                                              ;CACHIMAYO                                         ;39.14
CUSCO;ANTA                                              ;CHINCHAYPUJIO                                     ;55.86
CUSCO;ANTA                                              ;HUAROCONDO                                        ;89.11
CUSCO;ANTA                                              ;LIMATAMBO                                         ;52.95
CUSCO;ANTA                                              ;MOLLEPATA                                         ;52.55
CUSCO;ANTA                                              ;PUCYURA                                           ;58.51
CUSCO;ANTA                                              ;ZURITE                                            ;49.59
CUSCO;CALCA                                             ;CALCA                                             ;56.83
CUSCO;CALCA                                             ;COYA                                              ;67.94
CUSCO;CALCA                                             ;LAMAY                                             ;83.80
CUSCO;CALCA                                             ;LARES                                             ;97.81
CUSCO;CALCA                                             ;PISAC                                             ;67.98
CUSCO;CALCA                                             ;SAN SALVADOR                                      ;84.41
CUSCO;CALCA                                             ;TARAY                                             ;23.82
CUSCO;CALCA                                             ;YANATILE                                          ;41.97
CUSCO;CANAS                                             ;YANAOCA                                           ;86.99
CUSCO;CANAS                                             ;CHECCA                                            ;94.90
CUSCO;CANAS                                             ;KUNTURKANKI                                       ;77.32
CUSCO;CANAS                                             ;LANGUI                                            ;83.36
CUSCO;CANAS                                             ;LAYO                                              ;88.96
CUSCO;CANAS                                             ;PAMPAMARCA                                        ;52.86
CUSCO;CANAS                                             ;QUEHUE                                            ;77.34
CUSCO;CANAS                                             ;TUPAC AMARU                                       ;77.30
CUSCO;CANCHIS                                           ;SICUANI                                           ;55.64
CUSCO;CANCHIS                                           ;CHECACUPE                                         ;68.27
CUSCO;CANCHIS                                           ;COMBAPATA                                         ;76.42
CUSCO;CANCHIS                                           ;MARANGANI                                         ;73.58
CUSCO;CANCHIS                                           ;PITUMARCA                                         ;67.75
CUSCO;CANCHIS                                           ;SAN PABLO                                         ;62.25
CUSCO;CANCHIS                                           ;SAN PEDRO                                         ;44.18
CUSCO;CANCHIS                                           ;TINTA                                             ;46.96
CUSCO;CHUMBIVILCAS                                      ;SANTO TOMÁS                                       ;91.72
CUSCO;CHUMBIVILCAS                                      ;CAPACMARCA                                        ;72.53
CUSCO;CHUMBIVILCAS                                      ;CHAMACA                                           ;92.81
CUSCO;CHUMBIVILCAS                                      ;COLQUEMARCA                                       ;68.25
CUSCO;CHUMBIVILCAS                                      ;LIVITACA                                          ;78.29
CUSCO;CHUMBIVILCAS                                      ;LLUSCO                                            ;91.94
CUSCO;CHUMBIVILCAS                                      ;QUIÑOTA                                           ;92.15
CUSCO;CHUMBIVILCAS                                      ;VELILLE                                           ;88.63
CUSCO;ESPINAR                                           ;ESPINAR                                           ;51.93
CUSCO;ESPINAR                                           ;CONDOROMA                                         ;80.03
CUSCO;ESPINAR                                           ;COPORAQUE                                         ;91.54
CUSCO;ESPINAR                                           ;OCORURO                                           ;57.98
CUSCO;ESPINAR                                           ;PALLPATA                                          ;77.63
CUSCO;ESPINAR                                           ;PICHIGUA                                          ;28.05
CUSCO;ESPINAR                                           ;SUYCKUTAMBO                                       ;78.35
CUSCO;ESPINAR                                           ;ALTO PICHIGUA                                     ;39.25
CUSCO;LA CONVENCIÓN                                     ;SANTA ANA                                         ;38.01
CUSCO;LA CONVENCIÓN                                     ;ECHARATE                                          ;48.07
CUSCO;LA CONVENCIÓN                                     ;HUAYOPATA                                         ;33.21
CUSCO;LA CONVENCIÓN                                     ;MARANURA                                          ;46.60
CUSCO;LA CONVENCIÓN                                     ;OCOBAMBA                                          ;60.24
CUSCO;LA CONVENCIÓN                                     ;QUELLOUNO                                         ;55.28
CUSCO;LA CONVENCIÓN                                     ;KIMBIRI                                           ;57.16
CUSCO;LA CONVENCIÓN                                     ;SANTA TERESA                                      ;51.81
CUSCO;LA CONVENCIÓN                                     ;VILCABAMBA                                        ;39.70
CUSCO;LA CONVENCIÓN                                     ;PICHARI                                           ;58.70
CUSCO;PARURO                                            ;PARURO                                            ;57.83
CUSCO;PARURO                                            ;ACCHA                                             ;57.27
CUSCO;PARURO                                            ;CCAPI                                             ;87.75
CUSCO;PARURO                                            ;COLCHA                                            ;71.45
CUSCO;PARURO                                            ;HUANOQUITE                                        ;91.36
CUSCO;PARURO                                            ;OMACHA                                            ;97.81
CUSCO;PARURO                                            ;PACCARITAMBO                                      ;53.33
CUSCO;PARURO                                            ;PILLPINTO                                         ;65.70
CUSCO;PARURO                                            ;YAURISQUE                                         ;85.72
CUSCO;PAUCARTAMBO                                       ;PAUCARTAMBO                                       ;71.85
CUSCO;PAUCARTAMBO                                       ;CAICAY                                            ;88.05
CUSCO;PAUCARTAMBO                                       ;CHALLABAMBA                                       ;86.98
CUSCO;PAUCARTAMBO                                       ;COLQUEPATA                                        ;94.44
CUSCO;PAUCARTAMBO                                       ;HUANCARANI                                        ;59.96
CUSCO;PAUCARTAMBO                                       ;KOSÑIPATA                                         ;12.83
CUSCO;QUISPICANCHI                                      ;URCOS                                             ;41.62
CUSCO;QUISPICANCHI                                      ;ANDAHUAYLILLAS                                    ;60.71
CUSCO;QUISPICANCHI                                      ;CAMANTI                                           ;8.80
CUSCO;QUISPICANCHI                                      ;CCARHUAYO                                         ;94.42
CUSCO;QUISPICANCHI                                      ;CCATCA                                            ;73.16
CUSCO;QUISPICANCHI                                      ;CUSIPATA                                          ;46.02
CUSCO;QUISPICANCHI                                      ;HUARO                                             ;74.78
CUSCO;QUISPICANCHI                                      ;LUCRE                                             ;58.30
CUSCO;QUISPICANCHI                                      ;MARCAPATA                                         ;75.24
CUSCO;QUISPICANCHI                                      ;OCONGATE                                          ;75.26
CUSCO;QUISPICANCHI                                      ;OROPESA                                           ;38.97
CUSCO;QUISPICANCHI                                      ;QUIQUIJANA                                        ;78.04
CUSCO;URUBAMBA                                          ;URUBAMBA                                          ;37.73
CUSCO;URUBAMBA                                          ;CHINCHERO                                         ;48.16
CUSCO;URUBAMBA                                          ;HUAYLLABAMBA                                      ;28.97
CUSCO;URUBAMBA                                          ;MACHUPICCHU                                       ;33.85
CUSCO;URUBAMBA                                          ;MARAS                                             ;31.60
CUSCO;URUBAMBA                                          ;OLLANTAYTAMBO                                     ;73.03
CUSCO;URUBAMBA                                          ;YUCAY                                             ;9.98
HUANCAVELICA;HUANCAVELICA                                      ;HUANCAVELICA                                      ;53.95
HUANCAVELICA;HUANCAVELICA                                      ;ACOBAMBILLA                                       ;73.52
HUANCAVELICA;HUANCAVELICA                                      ;ACORIA                                            ;84.56
HUANCAVELICA;HUANCAVELICA                                      ;CONAYCA                                           ;75.46
